"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"2368","Ljutički krst","Mali Jastrebac","904","43⁰22,963‘","21⁰37,280‘","582 1 Niš","Južna S."
"2369","Crveni breg","Mali Jastrebac","881","43⁰22,460‘","21⁰36,782‘","582 1 Niš","Južna S."
"2370","Crni vrh","Mali Jastrebac","833","43⁰22,364‘","21⁰39,481‘","582 1 Niš","Južna S."
"2371","Zmijinja glava","Mali Jastrebac","693","43⁰22,879‘","21⁰42,739‘","582 1 Niš","Južna S."
"2372","Čuvi-glas","Mali Jastrebac","670","43⁰21,834‘","21⁰40,667‘","582 1 Niš","Južna S."
"2373","Velika čuka","Mali Jastrebac","563","43⁰21,244‘","21⁰38,302‘","582 1 Niš","Južna S."
"2374","Staroselski rid","Manjačka planina","1082","42⁰46,638‘","22⁰11,104‘","633 1 Vlasotince","Južna S."
"2375","Krvavi kamen","Mileška planina","1738","42⁰40,924‘","22⁰28,278‘","633 4 Vlasotince","J gr.BG"
"2376","Bandera","Mileška planina","1736","42⁰32,600‘","22⁰28,240‘","633 4 Vlasotince","J gr.BG"
"2377","Ploča","Mileška planina","1705","42⁰40,203‘","22⁰26,699‘","633 4 Vlasotince","Južna S."
"2378","Oštrika","Mileška planina","1671","42⁰38,768‘","22⁰27,577‘","633 4 Vlasotince","J gr.BG"
"2379","Kalođinska grobišta","Mileška planina","1666","42⁰39,559‘","22⁰28,329‘","633 4 Vlasotince","J gr.BG"
"2380","Čuka","Mileška planina","1662","42⁰39,529‘","22⁰26,256‘","633 4 Vlasotince","Južna S."
"2381","Bandera","Mileška planina","1654","42⁰36,957‘","22⁰27,492‘","633 4 Vlasotince","J gr.BG"
"2382","Vlaški rid","Mileška planina","1649","42⁰37,857‘","22⁰27,838‘","633 4 Vlasotince","J gr.BG"
"2383","Dinina čuka","Mileška planina","1598","42⁰42,025‘","22⁰27,190‘","633 4 Vlasotince","Južna S."
"2384","Čuka","Mileška planina","1337","42⁰37,707‘","22⁰25,323‘","633 4 Vlasotince","Južna S."
"2385","Sveti Ilija","Mileška planina","1323","42⁰31,809‘","22⁰27,597‘","633 4 Vlasotince","Južna S."
"2386","Šiljegarnik","Mojsinska planina","493","43⁰37,215‘","21⁰27,009‘","531 4 Kruševac","Južna S."
"2387","Ostrozubska čuka","Ostrozub","1546","42⁰52,871‘","22⁰14,720‘","633 1 Vlasotince","Južna S."
"2388","Title","Ostrozub","1487","42⁰53,848‘","22⁰16,541‘","633 2 Vlasotince","Južna S."
"2389","Sirovlje","Ostrozub","1449","42⁰54,102‘","22⁰17,603‘","633 2 Vlasotince","Južna S."
"2390","Piramida","Ostrozub","1382","42⁰49,514‘","22⁰16,418‘","633 2 Vlasotince","Južna S."
"2391","Pasjački vis","Pasjača","971","43⁰09,123‘","21⁰37,685‘","582 3 Niš","Južna S."
"2392","Bučinska glavica","Pasjača","958","43⁰08,964‘","21⁰35,109‘","582 3 Niš","Južna S."
"2393","Gradički kamen","Pasjača","890","43⁰09,108‘","21⁰39,410‘","582 3 Niš","Južna S."
"2394","Pavušin kamen","Pasjača","856","43⁰08,499‘","21⁰38,856‘","582 3 Niš","Južna S."
"2395","Kale","Planina","871","42⁰58,131‘","22⁰46,268‘","634 2 Breznik","Južna S."
"2396","Šopot","Radan","1408","43⁰00,212‘","21⁰30,071‘","582 3 Niš","Južna S."
"2397","Šapot","Radan","1408","42⁰59,924‘","21⁰30,212‘","632 1 Leskovac","Južna S."
"2398","","Radan","1390","43⁰00,344‘","21⁰29,434‘","581 4 Kuršumlija","Južna S."
"2399","","Radan","1338","42⁰59,305‘","21⁰31,172‘","632 1 Leskovac","Južna S."
"2400","","Radan","1318","43⁰00,555‘","21⁰30,695‘","582 3 Niš","Južna S."
"2401","Sokolovac","Radan","1260","43⁰01,953‘","21⁰28,990‘","581 4 Kuršumlija","Južna S."
"2402","Pavlov pod","Radan","1227","42° 59,664′ N","21° 28,807′ E","631 2 Priština","Južna S."
"2403","Veliki Krš","Radan","1175","42° 58,766′ N","21° 26,554′ E","631 2 Priština","Južna S."
"2404","Sveti Petar","Radan","1149","42⁰57,743‘","21⁰33,497‘","632 1 Leskovac","Južna S."
"2405","Bujadnjače","Radan","1092","43⁰01,167‘","21⁰27,572‘","581 4 Kuršumlija","Južna S."
"2406","Vidojevića č.","Radan","994","42° 58,872′ N","21° 25,301′ E","631 2 Priština","Južna S."
"2407","Vis","Radan","961","42° 58,352′ N","21° 25,255′ E","631 2 Priština","Južna S."
"2408","Maligot","Radan","892","42⁰57,145‘","21⁰30,594‘","632 1 Leskovac","Južna S."
"2409","Bučumetski vrh","Radan","853","42⁰55,449‘","21⁰34,137‘","632 1 Leskovac","Južna S."
"2410","Šatrička čuka","Radan","843","43⁰02,927‘","21⁰31,652‘","582 3 Niš","Južna S."
"2411","Vijogor","Radan Arbanaška pl.","1128","43⁰02,727‘","21⁰27,989‘","581 4 Kuršumlija","Južna S."
"2412","Bojovsko brdo","Radan Arbanaška pl.","1013","43⁰03,600‘","21⁰28,354‘","581 4 Kuršumlija","Južna S."
"2413","Samar","Radan Arbanaška pl.","1012","43⁰02,993‘","21⁰26,954‘","581 4 Kuršumlija","Južna S."
"2414","Sokolov vis","Radan Prolomska pl.","1370","42° 59,165′ N","21° 27,103′ E","631 2 Priština","Južna S."
"2415","Veliki Borovnjak","Radan Prolomska pl.","1237","42° 59,739′ N","21° 27,074′ E","631 2 Priština","Južna S."
"2416","Milunovski breg","Radan Prolomska pl.","1104","43⁰00,556‘","21⁰25,933‘","581 4 Kuršumlija","Južna S."
"2417","Mali Krš","Radan Prolomska pl.","1087","42° 58,683′ N","21° 26,179′ E","631 2 Priština","Južna S."
"2418","Mehanska planina","Radan Prolomska pl.","943","43⁰00,736‘","21⁰23,675‘","581 4 Kuršumlija","Južna S."
"2419","Ravna planina","Radan Ravna pl.","1258","42° 58,481′ N","21° 27,846′ E","631 2 Priština","Južna S."
"2420","Ravna planina","Radan Ravna pl.","1200","42° 58,340′ N","21° 27,508′ E","631 2 Priština","Južna S."
"2421","Laz","Radan Ravna pl.","1126","42° 57,345′ N","21° 26,749′ E","631 2 Priština","Južna S."
"2422","Radulovac","Radan Sokolovica","1050","43⁰03,995‘","21⁰24,190‘","581 4 Kuršumlija","Južna S."
"2423","Šareno drvo","Radan Sokolovica","1034","42⁰03,571‘","21⁰24,360‘","581 4 Kuršumlija","Južna S."
"2424","Bandera","Radan Sokolovica","1021","43⁰03,920‘","21⁰22,179‘","581 4 Kuršumlija","Južna S."
"2425","Sokolov krš","Radan Sokolovica","1017","43⁰04,909‘","21⁰23,800‘","581 4 Kuršumlija","Južna S."
"2426","","Radan Sokolovica","987","43⁰04,626‘","21⁰22,877‘","581 4 Kuršumlija","Južna S."
"2427","Aleksino brdo","Radan Sokolovica","963","43⁰03,438‘","21.25,070‘","581 4 Kuršumlija","Južna S."
"2428","Draganova čuka","Radan Sokolovica","945","43⁰03,771‘","21⁰25,250‘","581 4 Kuršumlija","Južna S."
"2429","Mali krš","Radan Sokolovica","935","43⁰04,503‘","21⁰25,048‘","581 4 Kuršumlija","Južna S."
"2430","Ćuvik","Radan Sokolovica","666","43⁰06,549‘","21⁰20,955‘","581 4 Kuršumlija","Južna S."
"2431","Jovanova glava","Rgajska planina","1017","43⁰07,230‘","21⁰32,290‘","582 3 Niš","Južna S."
"2432","Rnjos","Rnjos (Studena)","1274","42⁰59,703‘","22⁰31,612‘","634 1 Breznik","Južna S."
"2433","Golema čuka","Rnjos (Studena)","1205","42⁰58,594‘","22⁰33,033‘","634 1 Breznik","Južna S."
"2434","Ljiljače","Rnjos (Studena)","1181","42⁰59,025‘","22⁰32,464‘","634 1 Breznik","Južna S."
"2435","Našušovski kamik","Rnjos (Studena)","1156","42⁰58,035‘","22⁰33,823‘","634 1 Breznik","Južna S."
"2436","Kitka","Rnjos (Studena)","1135","42⁰58,058‘","22⁰33,105‘","634 1 Breznik","Južna S."
"2437","Golema Rudina","Rudina","1486","42⁰49,517‘","22⁰26,901‘","633 2 Vlasotince","J gr.BG"
"2438","Barnos","Rudina?","1441","42⁰50,326‘","22⁰28,446‘","633 2 Vlasotince","Južna S."
"2439","Golemo korito","Rudine","1240","42⁰30,504‘","22⁰33,089‘","634 3 Breznik","J gr.BG"
"2440","Ruj","Ruj","1704","42⁰51,766‘","22⁰34,862‘","634 1 Breznik","J gr.BG"
"2441","","Ruj","1514","42⁰52,711‘","22⁰34,785‘","634 1 Breznik","J gr.BG"
"2442","Vetren","Ruj","1457","42⁰53,516‘","22⁰35,373‘","634 1 Breznik","J gr.BG"
"2443","Masina čuka","Ruj","1430","42⁰52,912‘","22⁰32,515‘","634 1 Breznik","J gr.BG"
"2444","Kragujev del","Ruj","1423","42⁰52,279‘","22⁰33,670‘","634 1 Breznik","J gr.BG"
"2445","Vojnova glava","Ruj","1386","42⁰52,584‘","22⁰31,898‘","634 1 Breznik","J gr.BG"
"2446","Ravnište","Ruj","1344","42⁰53,767‘","22⁰32,114‘","634 1 Breznik","Južna S."
"2447","Tumba","Ruj","1327","42⁰53,008‘","22⁰31,146‘","634 1 Breznik","Južna S."
"2448","Golo brdo","Ruj","1283","42⁰53,638‘","22⁰36,109‘","634 1 Breznik","J gr.BG"
"2449","","Ruj","1253","42⁰51,802‘","22⁰31,235‘","634 1 Breznik","J gr.BG"
"2450","Sip","Ruj","1240","42⁰53,784‘","22⁰37,511‘","634 1 Breznik","J gr.BG"
"2451","Miljčevski kamik","Ruj","1142","42⁰55,207‘","22⁰33,761‘","634 1 Breznik","Južna S."
"2452","Gnoj","Ruj (Rakov dol) Talambas","1406","42⁰55,530‘","22⁰29,704‘","633 2 Vlasotince","Južna S."
"2453","Talambas","Ruj (Rakov dol )Talambas","1257","42⁰56,910‘","22⁰26,766‘","633 2 Vlasotince","Južna S."
"2454","Garinje","Ruj (Rakov dol) Talambas","1254","42⁰56,049‘","22⁰27,687‘","633 2 Vlasotince","Južna S."
"2455","Čuka","Ruj (Rakov dol) Talambas","1097","42⁰56,933‘","22⁰24,728‘","633 2 Vlasotince","Južna S."
"2456","Crni vrh","Ruj Crni vrh Talambas","1463","42⁰55,074‘","22⁰30,112‘","634 1 Breznik","Južna S."
"2457","Prosećeni Kamik","Ruj Crni vrh Talambas","1368","42⁰55,551‘","22⁰30,969‘","634 1 Breznik","Južna S."
"2458","Šiljegarnik","Ruj (Studena) Talambas","1086","42⁰56,593‘","22⁰31,204‘","634 1 Breznik","Južna S."
"2459","Kalje","Rujan","968","42⁰21,957‘","21⁰49,426‘","682 2 Kumanovo","Južna S."
"2460","Beli kamen","Rujan","939","42⁰22,813‘","21⁰49,602‘","682 2 Kumanovo","Južna S."
"2461","Crna Panjuka","Rujan","937","42⁰22,194‘","21⁰48,494‘","682 2 Kumanovo","Južna S."
"2462","Blagun","Rujan","915","42⁰22,754‘","21⁰48,636‘","682 2 Kumanovo","Južna S."
"2463","Bačilište","Rujan","861","42⁰22,021‘","21⁰47,753‘","682 2 Kumanovo","Južna S."
"2464","Pejin kamen","Rujan","837","42⁰23,481‘","21⁰49,801‘","682 2 Kumanovo","Južna S."
"2465","Kostin čukar","Rujan","834","42⁰21,559‘","21⁰55,746‘","682 2 Kumanovo","Južna S."
"2466","Vučiji kamen","Rujan","805","42⁰18,658‘","21⁰48,248‘","682 2 Kumanovo","Južna S."
"2467","Velika Tumba","Seličevica","903","43⁰14,159‘","21⁰58,522‘","582 4 Niš","Južna S."
"2468","Mala Tumba","Seličevica","871","43⁰13,888‘","21⁰57,900‘","582 4 Niš","Južna S."
"2469","Crno jezero","Seličevica","805","43⁰13,591‘","21⁰55,053‘","582 4 Niš","Južna S."
"2470","Bela voda","Seličevica","791","43⁰13,793‘","21⁰55,183‘","582 4 Niš","Južna S."
"2471","Prekop","Seličevica","772","43⁰14,821‘","21⁰58,617‘","582 4 Niš","Južna S."
"2472","Kopljača","Široka planina","1345","42⁰20,162‘","22⁰01,697‘","683 1 kr. palanka","Južna S."
"2473","Čuka","Široka planina","1320","42⁰17,762‘","22⁰04,327‘","683 1 kr. palanka","J g.Mak. Ili"
"2474","Golema klada","Široka planina","1234","42⁰18,548‘","22⁰03,767‘","683 1 kr. palanka","Južna S."
"2475","Bukova glava","Široka planina","1089","42⁰20,558‘","21⁰59,214‘","682 2 Kumanovo","Južna S."
"2476","Šljivovički vrh","Šljivovik, (Bela Palanka)","1258","43⁰09,862‘","22⁰21,676‘","583 4 Bela palanka","Južna S."
"2477","Oplata","Šljivovik, (Bela Palanka)","1105","43⁰09,740‘","22⁰23,427‘","583 4 Bela palanka","Južna S."
"2478","Nišan","Šljivovik, (Bela Palanka)","1005","43⁰10,355‘","22⁰22,759‘","583 4 Bela palanka","Južna S."
"2479","Trem","Suva planina","1810","43⁰10,992‘","22⁰10,616‘","583 3 Bela palanka","Južna S."
"2480","Đorđina čuka (Kostadinica)","Suva planina","1735","43⁰10,277‘","22⁰11,899‘","583 3 Bela palanka","Južna S."
"2481","Golemo stražište","Suva planina","1714","43⁰08,627‘","22⁰13,251‘","583 3 Bela palanka","Južna S."
"2482","Litica","Suva planina","1683","43⁰07,077‘","22⁰15,493‘","583 4 Bela palanka","Južna S."
"2483","Golemi vrh","Suva planina","1535","43⁰05,974‘","22⁰17,192‘","583 4 Bela palanka","Južna S."
"2484","Sokolov kamen","Suva planina","1523","43⁰12,354‘","22⁰07,845‘","583 3 Bela palanka","Južna S."
"2485","Pasarelo","Suva planina","1522","43⁰09,667‘","22⁰14,631‘","583 3 Bela palanka","Južna S."
"2486","Trešten vrh","Suva planina","1470","43⁰09,150‘","22⁰16,728‘","583 4 Bela palanka","Južna S."
"2487","Divna gorica","Suva planina","1389","43⁰12,198‘","22⁰14,835‘","583 3 Bela palanka","Južna S."
"2488","Gavran","Suva planina","1366","43⁰09,779‘","22⁰16,115‘","583 4 Bela palanka","Južna S."
"2489","Glogov vrh","Suva planina","1201","43⁰05,236‘","22⁰18,524‘","583 4 Bela palanka","Južna S."
"2490","Mečji vrh","Suva planina","1184","43⁰04,799‘","22⁰19,082‘","583 4 Bela palanka","Južna S."
"2491","Crni vrh","Suva planina","1164","43⁰04,069‘","22⁰20,635‘","583 4 Bela palanka","Južna S."
"2492","Glavčina","Suva planina","997","43⁰11,110‘","20⁰83,352‘","583 3 Bela palanka","Južna S."
"2493","Mosor","Suva planina","984","43⁰14,047‘","22⁰05,383‘","583 3 Bela palanka","Južna S."
"2494","Momčilovac","Suva planina","960","43⁰08,078‘","22⁰23,709‘","583 4 Bela palanka","Južna S."
"2495","Oblik","Suva planina","901","43⁰19,324‘","22⁰09,026‘","583 1 Bela palanka","Južna S."
"2496","Pribovica","Suva planina","871","43⁰03,820‘","22⁰23,009‘","583 4 Bela palanka","Južna S."
"2497","Presklan","Suva planina","867","43⁰15,988‘","22⁰02,311‘","583 1 Bela palanka","Južna S."
"2498","Ločište","Suva planina","839","43⁰15,623‘","22⁰03,150‘","583 1 Bela palanka","Južna S."
"2499","Sip","Suva planina","765","43⁰00,349‘","22⁰25,975‘","583 4 Bela palanka","Južna S."
"2500","Mali sip","Suva planina","760","43⁰01,191‘","22⁰24,481‘","583 4 Bela palanka","Južna S."
"2501","Kunovički vrh","Suva planina","734","43⁰17,917‘","22⁰07,345‘","583 1 Bela palanka","Južna S."
"2502","Talambas","Suva planina","727","43⁰02,905‘","22⁰23,566‘","583 4 Bela palanka","Južna S."
"2503","Oštra glava","Suva planina","637","43⁰15,612‘","22⁰07,614‘","583 1 Bela palanka","Južna S."
"2504","Mandaš","Suva planina","579","43⁰18,656‘","22⁰07,389‘","583 1 Bela palanka","Južna S."
"2505","Tumba","Tumba","1377","42⁰53,251‘","22⁰25,855‘","633 2 Vlasotince","Južna S."
"2506","Valozi","Valozi","1829","42⁰32,952‘","22⁰19,070‘","633 4 Vlasotince","Južna S."
"2507","Kućekanik","Valozi","1662","42⁰31,662‘","22⁰18,178‘","633 4 Vlasotince","Južna S."
"2508","Pipelj","Valozi","1567","42⁰31,537‘","22⁰20,857‘","633 4 Vlasotince","Južna S."
"2509","Srmol","Valozi","1562","42⁰31,812‘","22⁰20,223‘","633 4 Vlasotince","Južna S."
"2510","Veliki Strešer","Vardenik","1876","42⁰37,571‘","22⁰16,369‘","633 4 Vlasotince","Južna S."
"2511","Mali Strešer","Vardenik","1757","42⁰37,386‘","22⁰16,976‘","633 4 Vlasotince","Južna S."
"2512","Golemi vrh","Vardenik","1753","42⁰35,985‘","22⁰19,176‘","633 4 Vlasotince","Južna S."
"2513","Golema ravnica","Vardenik","1744","42⁰35,067‘","22⁰15,877‘","633 4 Vlasotince","Južna S."
"2514","Bilo","Vardenik","1740","42⁰38,712‘","22⁰16,259‘","633 4 Vlasotince","Južna S."
"2515","Obršina","Vardenik","1734","42⁰36,719‘","22⁰17,150‘","633 4 Vlasotince","Južna S."
"2516","Vršnik","Vardenik","1671","42⁰35,948‘","22⁰16,625‘","633 4 Vlasotince","Južna S."
"2517","Bobik","Vardenik","1650","42⁰37,896‘","22⁰15,528‘","633 4 Vlasotince","Južna S."
"2518","Stolovi","Vardenik","1647","42⁰36,637‘","22⁰20,523‘","633 4 Vlasotince","Južna S."
"2519","Čuka","Vardenik","1565","42⁰39,404‘","22⁰16,682‘","633 4 Vlasotince","Južna S."
"2520","","Vardenik","1557","42⁰38,233‘","22⁰13,930‘","633 3 Vlasotince","Južna S."
"2521","Gramada","Vardenik","1539","42⁰39,605‘","22⁰15,430‘","633 4 Vlasotince","Južna S."
"2522","Golemi sovršac","Vardenik","1538","42⁰34,822‘","22⁰23,006‘","633 4 Vlasotince","Južna S."
"2523","Ivankova čuka","Vardenik","1446","42⁰36,075‘","22⁰12,984‘","633 3 Vlasotince","Južna S."
"2524","Mogila","Vardenik","1428","42⁰36,345‘","22⁰22,664‘","633 4 Vlasotince","Južna S."
"2525","Golemi Jalovik","Vardenik","1367","42⁰36,902‘","22⁰11,374‘","633 3 Vlasotince","Južna S."
"2526","Kostiljnjak","Vardenik","1361","42⁰38,035‘","22⁰10,412‘","633 3 Vlasotince","Južna S."
"2527","Bandera","Vidojevica","1155","43⁰08,200‘","21⁰33,582‘","582 3 Niš","Južna S."
"2528","Kruškovo brdo","Vidojevica","1006","43⁰09,540‘","21⁰32,977‘","582 3 Niš","Južna S."
"2529","Čuka","Vidojevica","985","43⁰10,488‘","21⁰31,372‘","582 3 Niš","Južna S."
"2530","Miladinski vis","Vidojevica","909","43⁰11,524‘","21⁰32,184‘","582 3 Niš","Južna S."
"2531","Kolovoz","Vidojevica","851","43⁰09,772‘","21⁰30,561‘","582 3 Niš","Južna S."
"2532","Troglav","Vidojevica","802","43⁰08,834‘","21⁰29,463‘","581 4 Kuršumlija","Južna S."
"2533","Oštra čuka","Vidojevica","778","43⁰11,335‘","21⁰33,338‘","582 3 Niš","Južna S."
"2534","","Vidojevica","624","43⁰11,636‘","21⁰29,286‘","581 4 Kuršumlija","Južna S."
"2535","Pandžin grob","Vlasina (Okruglica)","1664","42⁰38,259‘","22⁰20,455‘","633 4 Vlasotince","Južna S."
"2536","Kolunica","Vlasina (Stojkovićeva)","1490","42⁰41,441‘","22⁰24,766‘","633 4 Vlasotince","Južna S."
"2537","Bukova glava","Vlasina (Stojkovićeva)","1472","42⁰41,103‘","22⁰23,211‘","633 4 Vlasotince","Južna S."
"2538","Panica","Vlaška planina","1442","42⁰58,987‘","22⁰35,671‘","634 1 Breznik","Južna S."
"2539","Dren","Vlaška planina","1324","42⁰58,329‘","22⁰36,400‘","634 1 Breznik","Južna S."
"2540","Garinje","Vlaška planina","1265","42⁰59,904‘","22⁰35,002‘","634 1 Breznik","Južna S."
"2541","Sveti Ilija","Vlaška planina","1264","43⁰00,275‘","22⁰34,720‘","584 3 Pirot","Južna S."
"2542","Svinjarnik","Vlaška planina","1193","43⁰01,481‘","22⁰34,397‘","584 3 Pirot","Južna S."
"2543","Grčki vrh","Vlaška planina","1008","43⁰02,915‘","22⁰33,523‘","584 3 Pirot","Južna S."
"2544","Petivore","Vlaška planina","988","43⁰02,559‘","22⁰36,563‘","584 3 Pirot","Južna S."
"2545","Zelenčev vrh","Zladovačka planina","1574","42⁰25,308‘","22⁰06,909‘","683 1 kr. palanka","Južna S."
"2546","Planica","(G. Šipašnica)","1065","42⁰35,998‘","21⁰43,250‘","632 3 Leskovac","KiM"
"2547","Veternik","Androvačke planine","1057","42° 35,435′ N","21° 15,925′ E","631 4 Priština","KiM"
"2548","Crni kamen","Androvačke planine","1049","42° 34,724′ N","21° 17,515′ E","631 4 Priština","KiM"
"2549","Oštri vrh","Androvačke planine","1036","42° 35,354′ N","21° 15,057′ E","631 4 Priština","KiM"
"2550","Romovišta","Androvačke planine","1023","42° 33,060′ N","21° 19,439′ E","631 4 Priština","KiM"
"2551","Vrbički vis","Androvačke planine","1019","42° 32,761′ N","21° 18,297′ E","631 4 Priština","KiM"
"2552","Bukovica","Androvačke planine","1018","42° 34,861′ N","21° 18,807′ E","631 4 Priština","KiM"
"2553","Ali Hodža","Androvačke planine","988","42° 34,291′ N","21° 19,490′ E","631 4 Priština","KiM"
"2554","Oklap č.","Androvačke planine","970","42° 32,274′ N","21° 17,072′ E","631 4 Priština","KiM"
"2555","Vojsilovica","Androvačke planine","955","42° 36,999′ N","21° 15,432′ E","631 4 Priština","KiM"
"2556","Dugo brdo","Androvačke planine","932","42° 36,398′ N","21° 17,045′ E","631 4 Priština","KiM"
"2557","Kaljaja","Androvačke planine","924","42° 33,663′ N","21° 18,573′ E","631 4 Priština","KiM"
"2558","Vrtop","Androvačke planine","903","42° 36,839′ N","21° 17,296′ E","631 4 Priština","KiM"
"2559","Vranja","Androvačke planine","896","42° 37,277′ N","21° 16,635′ E","631 4 Priština","KiM"
"2560","Valjavište","Androvačke planine","829","42° 36,077′ N","21° 19,619′ E","631 4 Priština","KiM"
"2561","Grab","Birač","666","42°23,524′ N","20°50,235′ E","680 2 Prizren","KiM"
"2562","Frašna","Birač","614","42°23,192′ N","20°51,667′ E","680 2 Prizren","KiM"
"2563","Bogdaš","Bogićevica","2533","42°36,745′ N","20°06,327′ E","629 3 Peć","KiM"
"2564","Maja e Rops","Bogićevica","2501","42°34,435′ N","20°06,817′ E","629 3 Peć","KiM"
"2565","Pasji vrh","Bogićevica","2405","42°35,878′ N","20°04,987′ E","629 3 Peć","K g.CG-K"
"2566","Maja e Male","Bogićevica","2372","42°35,296′ N","20°05,431′ E","629 3 Peć","K g.CG-K"
"2567","Tromeđa","Bogićevica","2366","42°33,337′ N","20°04,967′ E","629 3 Peć","K-A-CG"
"2568","","Bogićevica","2284","42°36,267′ N","20°04,790′ E","629 3 Peć","K g.CG-K"
"2569","V. Kleka","Bogićevica","2268","42°35,168′ N","20°07,009′ E","629 3 Peć","KiM"
"2570","","Bogićevica","2204","42°34,084′ N","20°05,370′ E","629 3 Peć","K g.CG-K"
"2571","Bajrak","Bogićevica","2020","42°36,424′ N","20°08,027′ E","629 3 Peć","KiM"
"2572","Grava č.","Braina","898","42° 47,562′ N","21° 24,523′ E","631 2 Priština","J g.S-K"
"2573","Plat","Brodska planina","2223","41°57,317′ N","20°44,282′ E","730 1 Gostivar","KiM"
"2574","Ćule","Brodska planina","2220","41°59,202′ N","20°44,730′ E","730 1 Gostivar","K g.Mk-KiM"
"2575","Sulejmanica","Brodska planina","2029","41°58,746′ N","20°44,030′ E","730 1 Gostivar","KiM"
"2576","Steska","Brodska planina","1829","41°58,062′ N","20°43,696′ E","730 1 Gostivar","KiM"
"2577","Papka","Brodska planina","1663","41°58,358′ N","20°43,086′ E","730 1 Gostivar","KiM"
"2578","Kodra e Stenices","Čičavica","1091","42°44,266′ N","20°56,336′ E","630 4 K.Mitrovica","KiM"
"2579","Mečkin kamen","Čičavica","1072","42°43,492′ N","20°56,983′ E","630 4 K.Mitrovica","KiM"
"2580","Kodra e Gradices","Čičavica","1013","42°42,358′ N","20°57,727′ E","630 4 K.Mitrovica","KiM"
"2581","Kodra e Špijes","Čičavica","833","42°40,932′ N","20°59,052′ E","630 4 K.Mitrovica","KiM"
"2582","Podi i Godancit","Čičavica","812","42°41,141′ N","20°57,410′ E","630 4 K.Mitrovica","KiM"
"2583","Del","Čičavica","805","42°44,081′ N","20°53,700′ E","630 4 K.Mitrovica","KiM"
"2584","Suvo brdo","Čičavica","734","42°46,859′ N","20°54,878′ E","630 2 K. Mitrovica","KiM"
"2585","Čečan","Čičavica","728","42°46,599′ N","20°54,104′ E","630 2 K. Mitrovica","KiM"
"2586","Biljak","Crna gora","1280","42°12,141′ N","21°20,899′ E","681 4 Uroševac","K g.Mk-KiM"
"2587","Vrčma","Crna gora","1218","42°12,221′ N","21°20,014′ E","681 4 Uroševac","K g.Mk-KiM"
"2588","Sokolni kamen","Crna gora","1170","42°12,935′ N","21°21,525′ E","681 4 Uroševac","K g.Mk-KiM"
"2589","Bodešnjak","Crna gora","1053","42°12,831′ N","21°19,347′ E","681 4 Uroševac","KiM"
"2590","Branište","Crna gora","1015","42°13,467′ N","21°21,005′ E","681 4 Uroševac","KiM"
"2591","Stublovaća","Crna gora","984","42°19,494′ N","21°28,825′ E","681 2 Uroševac","KiM"
"2592","Gradište","Crna gora","941","42°15,487′ N","21°18,378′ E","681 2 Uroševac","KiM"
"2593","Priboj","Crna gora","704","42°19,568′ N","21°25,793′ E","681 2 Uroševac","KiM"
"2594","Barjak","Crna gora","698","42°16,943′ N","21°15,541′ E","681 2 Uroševac","KiM"
"2595","Kodra Topila","Crnoljeva","1177","42°24,668′ N","20°58,508′ E","680 2 Prizren","KiM"
"2596","Garamele","Crnoljeva","1160","42°25,953′ N","20°57,331′ E","680 2 Prizren","KiM"
"2597","Gradina","Crnoljeva","1055","42° 28,725′ N","20°51,369′ E","680 2 Prizren","KiM"
"2598","Klečetica","Crnoljeva","1047","42°28,560′ N","20°52,214′ E","680 2 Prizren","KiM"
"2599","Bretene","Crnoljeva","1044","42°27,431′ N","20°55,870′ E","680 2 Prizren","KiM"
"2600","Kodra e Ferines","Crnoljeva","1042","42°29,371′ N","20°51,577′ E","680 2 Prizren","KiM"
"2601","Guri i Hutiti","Crnoljeva","1027","42°25,884′ N","20°58,292′ E","680 2 Prizren","KiM"
"2602","Astriga","Crnoljeva","1000","42°26,413′ N","20°59,197′ E","680 2 Prizren","KiM"
"2603","Suk","Crnoljeva","988","42°25,647′ N","20°55,835′ E","680 2 Prizren","KiM"
"2604","Grab","Crnoljeva","956","42°29,232′ N","20°55,177′ E","680 2 Prizren","KiM"
"2605","Brinja te Rasave","Crnoljeva","925","42°26,087′ N","20°53,339′ E","680 2 Prizren","KiM"
"2606","Roga e Duljes","Crnoljeva","885","42°25,798′ N","20°54,216′ E","680 2 Prizren","KiM"
"2607","Gures","Devetak","1304","42°22,756′ N","20°59,511′ E","680 2 Prizren","KiM"
"2608","Grejčevečko brdo","Devetak","1042","42°23,300′ N","20°57,208′ E","680 2 Prizren","KiM"
"2609","","Devetak","1035","42°23,767′ N","20°58,956′ E","680 2 Prizren","KiM"
"2610","Barjak","Devička šuma","759","42°43,379′ N","20°47,484′ E","630 4 K.Mitrovica","KiM"
"2611","Gradina","Devička šuma","707","42°43,119′ N","20°46,403′ E","630 4 K.Mitrovica","KiM"
"2612","Sumular","Drenica","1025","42°31,602′ N","20°51,578′ E","630 4 K.Mitrovica","KiM"
"2613","Kodra e Vogelj","Drenica","973","42°30,524′ N","20°50,913′ E","630 4 K.Mitrovica","KiM"
"2614","Predsednik","Drenica","964","42°31,408′ N","20°53,333′ E","630 4 K.Mitrovica","KiM"
"2615","Gradina","Drenica","962","42°33,232′ N","20°51,921′ E","630 4 K.Mitrovica","KiM"
