"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"2564","Maja e Rops","Bogicevica","2501","42°34,435' N","20°06,817' E","629 3 Pec","KiM"
"2565","Pasji vrh","Bogicevica","2405","42°35,878' N","20°04,987' E","629 3 Pec","K g.CG-K"
"2566","Maja e Male","Bogicevica","2372","42°35,296' N","20°05,431' E","629 3 Pec","K g.CG-K"
"2567","Tromeda","Bogicevica","2366","42°33,337' N","20°04,967' E","629 3 Pec","K-A-CG"
"2568","","Bogicevica","2284","42°36,267' N","20°04,790' E","629 3 Pec","K g.CG-K"
"2569","V. Kleka","Bogicevica","2268","42°35,168' N","20°07,009' E","629 3 Pec","KiM"
"2570","","Bogicevica","2204","42°34,084' N","20°05,370' E","629 3 Pec","K g.CG-K"
"2571","Bajrak","Bogicevica","2020","42°36,424' N","20°08,027' E","629 3 Pec","KiM"
"2572","Grava c.","Braina","898","42° 47,562' N","21° 24,523' E","631 2 Priština","J g.S-K"
"2573","Plat","Brodska planina","2223","41°57,317' N","20°44,282' E","730 1 Gostivar","KiM"
"2574","Cule","Brodska planina","2220","41°59,202' N","20°44,730' E","730 1 Gostivar","K g.Mk-KiM"
"2575","Sulejmanica","Brodska planina","2029","41°58,746' N","20°44,030' E","730 1 Gostivar","KiM"
"2576","Steska","Brodska planina","1829","41°58,062' N","20°43,696' E","730 1 Gostivar","KiM"
"2577","Papka","Brodska planina","1663","41°58,358' N","20°43,086' E","730 1 Gostivar","KiM"
"2578","Kodra e Stenices","Cicavica","1091","42°44,266' N","20°56,336' E","630 4 K.Mitrovica","KiM"
"2579","Meckin kamen","Cicavica","1072","42°43,492' N","20°56,983' E","630 4 K.Mitrovica","KiM"
"2580","Kodra e Gradices","Cicavica","1013","42°42,358' N","20°57,727' E","630 4 K.Mitrovica","KiM"
"2581","Kodra e Špijes","Cicavica","833","42°40,932' N","20°59,052' E","630 4 K.Mitrovica","KiM"
"2582","Podi i Godancit","Cicavica","812","42°41,141' N","20°57,410' E","630 4 K.Mitrovica","KiM"
"2583","Del","Cicavica","805","42°44,081' N","20°53,700' E","630 4 K.Mitrovica","KiM"
"2584","Suvo brdo","Cicavica","734","42°46,859' N","20°54,878' E","630 2 K. Mitrovica","KiM"
"2585","Cecan","Cicavica","728","42°46,599' N","20°54,104' E","630 2 K. Mitrovica","KiM"
"2586","Biljak","Crna gora","1280","42°12,141' N","21°20,899' E","681 4 Uroševac","K g.Mk-KiM"
"2587","Vrcma","Crna gora","1218","42°12,221' N","21°20,014' E","681 4 Uroševac","K g.Mk-KiM"
"2588","Sokolni kamen","Crna gora","1170","42°12,935' N","21°21,525' E","681 4 Uroševac","K g.Mk-KiM"
"2589","Bodešnjak","Crna gora","1053","42°12,831' N","21°19,347' E","681 4 Uroševac","KiM"
"2590","Branište","Crna gora","1015","42°13,467' N","21°21,005' E","681 4 Uroševac","KiM"
"2591","Stublovaca","Crna gora","984","42°19,494' N","21°28,825' E","681 2 Uroševac","KiM"
"2592","Gradište","Crna gora","941","42°15,487' N","21°18,378' E","681 2 Uroševac","KiM"
"2593","Priboj","Crna gora","704","42°19,568' N","21°25,793' E","681 2 Uroševac","KiM"
"2594","Barjak","Crna gora","698","42°16,943' N","21°15,541' E","681 2 Uroševac","KiM"
"2595","Kodra Topila","Crnoljeva","1177","42°24,668' N","20°58,508' E","680 2 Prizren","KiM"
"2596","Garamele","Crnoljeva","1160","42°25,953' N","20°57,331' E","680 2 Prizren","KiM"
"2597","Gradina","Crnoljeva","1055","42° 28,725' N","20°51,369' E","680 2 Prizren","KiM"
"2598","Klecetica","Crnoljeva","1047","42°28,560' N","20°52,214' E","680 2 Prizren","KiM"
"2599","Bretene","Crnoljeva","1044","42°27,431' N","20°55,870' E","680 2 Prizren","KiM"
"2600","Kodra e Ferines","Crnoljeva","1042","42°29,371' N","20°51,577' E","680 2 Prizren","KiM"
"2601","Guri i Hutiti","Crnoljeva","1027","42°25,884' N","20°58,292' E","680 2 Prizren","KiM"
"2602","Astriga","Crnoljeva","1000","42°26,413' N","20°59,197' E","680 2 Prizren","KiM"
"2603","Suk","Crnoljeva","988","42°25,647' N","20°55,835' E","680 2 Prizren","KiM"
"2604","Grab","Crnoljeva","956","42°29,232' N","20°55,177' E","680 2 Prizren","KiM"
"2605","Brinja te Rasave","Crnoljeva","925","42°26,087' N","20°53,339' E","680 2 Prizren","KiM"
"2606","Roga e Duljes","Crnoljeva","885","42°25,798' N","20°54,216' E","680 2 Prizren","KiM"
"2607","Gures","Devetak","1304","42°22,756' N","20°59,511' E","680 2 Prizren","KiM"
"2608","Grejcevecko brdo","Devetak","1042","42°23,300' N","20°57,208' E","680 2 Prizren","KiM"
"2609","","Devetak","1035","42°23,767' N","20°58,956' E","680 2 Prizren","KiM"
"2610","Barjak","Devicka šuma","759","42°43,379' N","20°47,484' E","630 4 K.Mitrovica","KiM"
"2611","Gradina","Devicka šuma","707","42°43,119' N","20°46,403' E","630 4 K.Mitrovica","KiM"
"2612","Sumular","Drenica","1025","42°31,602' N","20°51,578' E","630 4 K.Mitrovica","KiM"
"2613","Kodra e Vogelj","Drenica","973","42°30,524' N","20°50,913' E","630 4 K.Mitrovica","KiM"
"2614","Predsednik","Drenica","964","42°31,408' N","20°53,333' E","630 4 K.Mitrovica","KiM"
"2615","Gradina","Drenica","962","42°33,232' N","20°51,921' E","630 4 K.Mitrovica","KiM"
"2616","Maja e Male","Drenica","957","42°30,731' N","20°53,651' E","630 4 K.Mitrovica","KiM"
"2617","Dobrostan","Drenica","843","42°38,276' N","20°49,247' E","630 4 K.Mitrovica","KiM"
"2618","Goluša","Gajrak","796","42°24,610' N","20°49,854' E","680 2 Prizren","KiM"
"2619","Gajrak","Gajrak","774","42°25,276' N","20°49,549' E","680 2 Prizren","KiM"
"2620","Gajraki i Belanices","Gajrak","719","42°27,179' N","20°48,148' E","680 2 Prizren","KiM"
"2621","Špat","Gajrak","685","42°27,116' N","20°47,248' E","680 2 Prizren","KiM"
"2622","Goleš","Goleš","1018","42°34,123' N","20°58,971' E","630 4 K.Mitrovica","KiM"
"2623","Maja e Golešit","Goleš","884","42°33,078' N","20°59,414' E","630 4 K.Mitrovica","KiM"
"2624","Kula","Goleš","723","42°34,830' N","20°57,051' E","630 4 K.Mitrovica","KiM"
"2625","Gurište","Goljak","1145","42° 45,611' N","21° 23,619' E","631 2 Priština","J g.S-K"
"2626","Bregi i Kišes","Goljak","1097","42°40,921‘","21°34,570‘","632 3 Leskovac","KiM"
"2627","Korca","Goljak","1087","42°40,007‘","21°34,561‘","632 3 Leskovac","KiM"
"2628","Kika","Goljak","1076","42°43,155‘","21°33,220‘","632 3 Leskovac","KiM"
"2629","Braina c.","Goljak","1070","42° 48,305' N","21° 24,920' E","631 2 Priština","J g.S-K"
"2630","Gomur","Goljak","1032","42° 44,107' N","21° 25,069' E","631 4 Priština","KiM"
"2631","Bredet","Goljak","1016","42° 44,328' N","21° 23,272' E","631 4 Priština","KiM"
"2632","Jelaca","Goljak","1011","42°39,116‘","21°34,438‘","632 3 Leskovac","KiM"
"2633","Sumulore","Goljak","998","42° 45,909' N","21° 22,701' E","631 2 Priština","KiM"
"2634","Brincak","Goljak","941","42° 42,381' N","21° 29,884' E","631 4 Priština","KiM"
"2635","Bukva","Graštica","957","42° 41,388' N","21° 15,280' E","631 4 Priština","KiM"
"2636","Vela glava","Graštica","911","42° 42,295' N","21° 15,173' E","631 4 Priština","KiM"
"2637","Kravlje brdo","Grdec","855","42° 50,052' N","21°06,342' E","631 1 Priština","KiM"
"2638","Isljamovici","Grdec","853","42° 49,739' N","21° 06,702' E","631 1 Priština","KiM"
"2639","","Grdec","836","42° 48,191' N","21° 07,665' E","631 1 Priština","KiM"
"2640","","Grdec","835","42° 48,769' N","21° 07,375' E","631 1 Priština","KiM"
"2641","Mašala","Grdec","798","42° 47,407' N","21° 08,006' E","631 1 Priština","KiM"
"2642","Mackin kamen","Grdec","759","42° 49,450' N","21° 06,004' E","631 1 Priština","KiM"
"2643","Grebenacka pl.","Grebenacka planina","737","42°34,321' N","20°36,625' E","630 3 K. Mitrovica","KiM"
"2644","Boka","Grebenacka planina","707","42°33,875' N","20°37,553' E","630 3 K. Mitrovica","KiM"
"2645","Kastrat","Grebenacka planina","638","42°35,294' N","20°37,835' E","630 3 K. Mitrovica","KiM"
"2646","Kodra","Grebenacka planina","609","42°35,337' N","20°38,897' E","630 3 K. Mitrovica","KiM"
"2647","Jerinjak","Grebenacka planina","551","42°37,402' N","20°37,109' E","630 3 K. Mitrovica","KiM"
"2648","Hajla","Hajla","2403","42°45,439' N","20°08,640' E","629 1 Pec","K g.CG-K"
"2649","Oterg","Hajla","2281","42°45,712' N","20°06,982' E","629 1 Pec","KiM"
"2650","","Hajla","2144","42°46,016' N","20°05,779' E","629 1 Pec","KiM"
"2651","Maja Dramadol","Hajla","2119","42°46,536' N","20°05,759' E","629 1 Pec","K g.CG-K"
"2652","Ujkin krš","Hajla","2082","42°45,334' N","20°10,697' E","629 1 Pec","K g.CG-K"
"2653","M. Glodija","Hajla","1878","42°44,669' N","20°01,493' E","629 3 Pec","K g.CG-K"
"2654","Krstac","Hajla","1872","42°46,680' N","20°03,579' E","629 1 Pec","K g.CG-K"
"2655","Maja Šis","Hajla","1827","42°45,713' N","20°03,389' E","629 1 Pec","KiM"
"2656","Maja Hus","Hajla","1807","42°45,224' N","20°04,466' E","629 1 Pec","KiM"
"2657","Košutanska Hajla","Hajla","1797","42°45,102' N","20°05,927' E","629 1 Pec","KiM"
"2658","Studenica","Jezerska planina","1723","42°18,563' N","20°59,386' E","680 2 Prizren","KiM"
"2659","Bukova glava","Jezerska planina","1677","42°19,615' N","20°58,827' E","680 2 Prizren","KiM"
"2660","Guri i Kuc","Jezerska planina","1641","42°17,546' N","20°59,126' E","680 2 Prizren","KiM"
"2661","Rude","Jezerska planina","1458","42°20,165' N","20°59,027' E","680 2 Prizren","KiM"
"2662","Drman","Jezerska planina","1359","42°21,141' N","20°58,803' E","680 2 Prizren","KiM"
"2663","Grecinje","Jezerska planina","1309","42°21,475' N","20°58,625' E","680 2 Prizren","KiM"
"2664","Šotor","Kacikol","1052","42° 43,421' N","21° 17,158' E","631 4 Priština","KiM"
"2665","Mecoglav","Kacikol","1030","42° 43,625' N","21° 20,387' E","631 4 Priština","KiM"
"2666","Resme","Kacikol","910","42° 43,679' N","21° 21,188' E","631 4 Priština","KiM"
"2667","Grablja","Kamenica","772","42°41,040' N","20°53,339' E","630 4 K.Mitrovica","KiM"
"2668","Koplje","Kopaonik","1789","43°01,108‘","21°01,275‘","581 3 Kuršumlija","KiM"
"2669","(Koplje)","Kopaonik","1775","43°00,307‘","21°01,737‘","581 3 Kuršumlija","KiM"
"2670","Šatorica","Kopaonik","1750","43°06,642‘","20°58,820‘","580 4 novi pazar","KiM"
"2671","Kaluderov breg","Kopaonik","1662","43°07,638‘","20°57,430‘","580 4 novi pazar","KiM"
"2672","","Kopaonik","1631","42°59,025’N","21° 00,959' E","631 1 Priština","KiM"
"2673","Žigina","Kopaonik","1628","43°02,661‘","21°00,368‘","581 3 Kuršumlija","KiM"
"2674","Kurilovo","Kopaonik","1626","43°05,572‘","20°59,113‘","580 4 novi pazar","KiM"
"2675","Borovnjak","Kopaonik","1613","43°04,336‘","21°00,380‘","581 3 Kuršumlija","KiM"
"2676","Kik","Kopaonik","1586","42° 59,456' N","21° 00,926' E","631 1 Priština","KiM"
"2677","Piša","Kopaonik","1574","42° 59,823' N","21° 01,245' E","631 1 Priština","KiM"
"2678","Košcica","Kopaonik","1556","43°03,894‘","20°59,811‘","580 4 novi pazar","KiM"
"2679","Prapštija","Kopaonik","1556","42° 59,387' N","21° 02,287' E","631 1 Priština","KiM"
"2680","Lisac","Kopaonik","1531","43°03,148‘","21°02,548‘","581 3 Kuršumlija","KiM"
"2681","Otrg","Kopaonik","1519","43°00,638‘","21°03,943‘","581 3 Kuršumlija","KiM"
"2682","Kula","Kopaonik","1518","43°04,247‘","21°01,397‘","581 3 Kuršumlija","KiM"
"2683","Ðurkov kamen","Kopaonik","1511","43°06,828‘","20°56,660‘","580 4 novi pazar","KiM"
"2684","Maja gat","Kopaonik","1444","43°01,312‘","20°59,481‘","580 4 novi pazar","KiM"
"2685","Glavej","Kopaonik","1424","42°58,883' N","20°59,607' E","630 2 K. Mitrovica","KiM"
"2686","Ðidova","Kopaonik","1420","42° 59,060' N","21° 04,715' E","631 1 Priština","KiM"
"2687","Picelj","Kopaonik","1407","42°  58,390' N","21° 03,527' E","631 1 Priština","KiM"
"2688","Vagnaruš","Kopaonik","1405","43°02,285‘","21°02,727‘","581 3 Kuršumlija","KiM"
"2689","Crni vrh","Kopaonik","1380","42°56,239' N","20°58,855' E","630 2 K. Mitrovica","KiM"
"2690","Kovacica","Kopaonik","1377","42° 57,052' N","21° 02,363' E","631 1 Priština","KiM"
"2691","Velika greda","Kopaonik","1352","43°02,654‘","20°58,821‘","580 4 novi pazar","KiM"
"2692","Visikucka","Kopaonik","1351","43°01,095‘","20°58,621‘","580 4 novi pazar","KiM"
"2693","Karaula","Kopaonik","1328","43°14,263‘","20°49,001‘","580 4 novi pazar","KiM"
"2694","Cuka","Kopaonik","1305","42° 56,367' N","21° 00,196' E","631 1 Priština","KiM"
"2695","Crni kamen","Kopaonik","1297","42° 58,572' N","21° 04,954' E","631 1 Priština","KiM"
"2696","Abut","Kopaonik","1294","43°01,857‘","20°57,342‘","580 4 novi pazar","KiM"
"2697","Vesekovce","Kopaonik","1283","42° 55,553' N","21° 02,926' E","631 1 Priština","KiM"
"2698","Majdan","Kopaonik","1259","42°57,027' N","20°54,244' E","630 2 K. Mitrovica","KiM"
"2699","Grope","Kopaonik","1255","42° 55,999' N","21° 00,506' E","631 1 Priština","KiM"
"2700","Ploca","Kopaonik","1252","43°02,634‘","20°57,096‘","580 4 novi pazar","KiM"
"2701","Are e Škaut","Kopaonik","1245","42° 56,375' N","21  03,306' E","631 1 Priština","KiM"
"2702","Aligrišta","Kopaonik","1222","42° 55,089' N","21° 03,893' E","631 1 Priština","KiM"
"2703","Bukoglav","Kopaonik","1215","42° 55,869' N","21° 01,491' E","631 1 Priština","KiM"
"2704","V. Lisac","Kopaonik","1198","42° 55,260' N","21° 00,230' E","631 1 Priština","KiM"
"2705","Ðidova","Kopaonik","1174","42°55,606' N","20°57,831' E","630 2 K. Mitrovica","KiM"
"2706","Kaljaja","Kopaonik","1161","42° 55,805' N","21° 04,620' E","631 1 Priština","KiM"
"2707","Cuka","Kopaonik","1129","42° 54,237' N","21° 03,771' E","631 1 Priština","KiM"
"2708","Krš","Kopaonik","1103","42° 58,191' N","21° 05,921' E","631 1 Priština","KiM"
"2709","Kurilovacko brdo","Kopaonik","1099","42° 54,343' N","21° 02,256' E","631 1 Priština","KiM"
"2710","Cuka e Gurve","Kopaonik","1065","42°59,017' N","20°53,555' E","630 2 K. Mitrovica","KiM"
"2711","Kozmatica","Kopaonik","1064","42°59,278' N","20°52,427' E","630 2 K. Mitrovica","KiM"
"2712","Stremenica","Kopaonik","1064","42°54,066' N","20°58,153' E","630 2 K. Mitrovica","KiM"
"2713","Kodra Golme","Kopaonik","1064","42° 54,825' N","21° 05,947' E","631 1 Priština","KiM"
"2714","Kozji rog","Kopaonik","1063","42°54,977' N","20°56,596' E","630 2 K. Mitrovica","KiM"
"2715","Skocanska cuka","Kopaonik","1052","42° 52,314' N","21° 01,929' E","631 1 Priština","KiM"
"2716","Kuljma","Kopaonik","1043","42° 59,325' N","21° 06,067' E","631 1 Priština","KiM"
"2717","Orlovo brdo","Kopaonik","1032","42° 53,604' N","21° 02,974' E","631 1 Priština","KiM"
"2718","Cuka e Male","Kopaonik","1029","42°57,860' N","20°53,373' E","630 2 K. Mitrovica","KiM"
"2719","Pogledalo","Kopaonik","1021","42°59,768' N","20°57,232' E","630 2 K. Mitrovica","KiM"
"2720","Crnuša","Kopaonik","1009","42°53,136' N","20°55,437' E","630 2 K. Mitrovica","KiM"
"2721","Belaška","Kopaonik","1001","42°58,010' N","20°51,906' E","630 2 K. Mitrovica","KiM"
"2722","Pod","Kopaonik","948","42° 53,754' N","21° 01,239' E","631 1 Priština","KiM"
"2723","Rogat","Kopaonik","939","42° 51,943' N","21° 05,008' E","631 1 Priština","KiM"
"2724","Mirocka cuka","Kopaonik","925","42° 52,069' N","21° 00,982' E","631 1 Priština","KiM"
"2725","Sokolica","Kopaonik","914","42°55,473' N","20°51,385' E","630 2 K. Mitrovica","KiM"
"2726","Markov krš","Kopaonik","860","42° 52,170' N","21° 03,902' E","631 1 Priština","KiM"
"2727","Cuka Lis","Kopaonik","834","42°58,478' N","20°50,975' E","630 2 K. Mitrovica","KiM"
"2728","Golo brdo","Kopaonik","816","42° 51,503' N","21° 03,054' E","631 1 Priština","KiM"
"2729","Stranik","Kopaonik","813","42° 51,296' N","21° 01,456' E","631 1 Priština","KiM"
"2730","Gradina","Kopaonik","802","42° 49,949' N","21° 03,255' E","631 1 Priština","KiM"
"2731","Kodra Fura","Kopiljaca","1492","42°14,038' N","21°26,761' E","681 4 Uroševac","K g.Mk-KiM"
"2732","Dva groba","Kopiljaca","1286","42°15,560' N","21°26,251' E","681 2 Uroševac","K g.Mk-KiM"
"2733","Velji vrh","Kopiljaca","1148","42°16,453' N","21°25,807' E","681 2 Uroševac","KiM"
"2734","Jovanovac","Kopiljaca","804","42°18,675' N","21°26,321' E","681 2 Uroševac","KiM"
"2735","Veternik","Koprivnik","2461","42°37,197' N","20°12,778' E","629 3 Pec","KiM"
"2736","Vrh Cvrlje","Koprivnik","2413","42°37,629' N","20°11,229' E","629 3 Pec","KiM"
"2737","Cvrlje","Koprivnik","2031","42°38,176' N","20°12,115' E","629 3 Pec","KiM"
"2738","","Koprivnik","1979","42°38,744' N","20°13,949' E","629 3 Pec","KiM"
"2739","Malji Ksulja e Priftit","Korab","2092","41°52,606' N","20°35,981' E","730 1 Gostivar","K g.K-M-A"
"2740","Kukudenica","Korab","2056","41°54,668' N","20°39,637' E","730 1 Gostivar","KiM"
"2741","Kruševacka pl.","Korab","2048","41°54,608' N","20°37,140' E","730 1 Gostivar","KiM"
"2742","Bajrak","Korab","2027","41°54,881' N","20°38,934' E","730 1 Gostivar","KiM"
"2743","Bušterica","Korab","1931","41°53,635' N","20°35,546' E","730 1 Gostivar","K g.Al-KiM"
"2744","Koritnik","Koritnik","2393","42°04,817' N","20°33,713' E","680 3 Prizren","K g.Al-KiM"
"2745","Popak","Koritnik","2213","42°05,498' N","20°34,050' E","680 3 Prizren","K g.Al-KiM"
"2746","Velji vrh","Kos.Kamenica","904","42°36,784‘","21°32,270‘","632 3 Leskovac","KiM"
"2747","Kosmac","Kosmac","979","42°36,411' N","20°50,583' E","630 4 K.Mitrovica","KiM"
"2748","Gradina","Kosmac","937","42°36,379' N","20°49,798' E","630 4 K.Mitrovica","KiM"
"2749","Guri i Mal","Kosmac","861","42°37,138' N","20°49,498' E","630 4 K.Mitrovica","KiM"
"2750","Hartina","Kosmac","801","42°34,846' N","20°50,456' E","630 4 K.Mitrovica","KiM"
"2751","Velika planina","Koznica","1260","42° 37,137' N","21° 27,245' E","631 4 Priština","KiM"
"2752","Grbeš","Koznica","1230","42° 39,536' N","21° 22,854' E","631 4 Priština","KiM"
"2753","Guri i Mal","Koznica","1177","42° 39,153' N","21° 24,388' E","631 4 Priština","KiM"
"2754","Klakovec","Koznica","1105","42° 37,939' N","21° 22,055' E","631 4 Priština","KiM"
"2755","Golemo brdo","Koznica","1104","42° 42,748' N","21° 24,758' E","631 4 Priština","KiM"
"2756","Jašarevica brdo","Koznica","1102","42° 42,440' N","21° 24,006' E","631 4 Priština","KiM"
"2757","Buce","Koznica","1101","42° 36,704' N","21° 24,799' E","631 4 Priština","KiM"
"2758","Vucak","Koznica","1083","42° 38,443' N","21° 21,544' E","631 4 Priština","KiM"
"2759","Kulec","Koznica","1072","42° 39,081' N","21° 20,206' E","631 4 Priština","KiM"
"2760","Zejnin zabe","Koznica","1062","42° 37,950' N","21° 20,859' E","631 4 Priština","KiM"
"2761","Veljirid","Koznica","1036","42° 36,538' N","21° 21,424' E","631 4 Priština","KiM"
"2762","Koznica","Koznica","1020","42° 35,884' N","21° 21,613' E","631 4 Priština","KiM"
"2763","V. Cuka","Koznica","1013","42° 39,945' N","21° 25,101' E","631 4 Priština","KiM"
"2764","Krstic","Koznica","1012","42° 37,181' N","21° 21,310' E","631 4 Priština","KiM"
"2765","Koilovica","Koznica","1002","42° 32,387' N","21° 24,501' E","631 4 Priština","KiM"
"2766","Kodra e Carit","Koznica","963","42° 41,242' N","21° 23,041' E","631 4 Priština","KiM"
"2767","Bacevište","Koznica","953","42° 36,567' N","21° 29,067' E","631 4 Priština","KiM"
"2768","Kulina","Koznica","917","42° 41,504' N","21° 26,060' E","631 4 Priština","KiM"
"2769","Glama","Koznica","878","42° 35,735' N","21° 20,605' E","631 4 Priština","KiM"
"2770","Stražacka glama","Koznica","849","42° 31,037' N","21° 26,164' E","631 4 Priština","KiM"
"2771","Žuti kamen","Ljumbardska planina","2522","42°39,770' N","20°08,369' E","629 3 Pec","KiM"
"2772","Velika podina","Ljumbardska planina","2424","42°39,309' N","20°07,032' E","629 3 Pec","K g.CG-K"
"2773","Koritski krševi","Ljumbardska planina","2378","42°39,084' N","20°08,607' E","629 3 Pec","KiM"
"2774","Rudine","Ljumbardska planina","2378","42°39,719' N","20°07,201' E","629 3 Pec","KiM"
"2775","Breg Zenel-Age","Ljumbardska planina","2315","42°40,011' N","20°07,450' E","629 3 Pec","KiM"
"2776","Fok","Ljumbardska planina","2301","42°40,485' N","20°08,895' E","629 3 Pec","KiM"
"2777","Maja e drujve","Ljumbardska planina","2212","42°39,665' N","20°10,239' E","629 3 Pec","KiM"
"2778","Ljumbardska planina","Ljumbardska planina","2191","42°38,874' N","20°09,549' E","629 3 Pec","KiM"
"2779","Šari i Špat","Ljumbardska planina","2104","42°39,437' N","20°10,871' E","629 3 Pec","KiM"
"2780","Maja e Vjeljakut","Ljumbardska planina","2014","42°41,368' N","20°13,891' E","629 3 Pec","KiM"
"2781","Barjacki vrh","Ljumbardska planina","2002","42°40,249' N","20°10,756' E","629 3 Pec","KiM"
"2782","Kukavica","Ljumbardska planina","1596","42°40,926' N","20°12,042' E","629 3 Pec","KiM"
"2783","Golak","Majdan","1073","42° 54,150' N","21° 18,012' E","631 2 Priština","J g.S-K"
"2784","Dražnja cuka","Majdan","1015","42° 50,238' N","21° 19,310' E","631 2 Priština","KiM"
"2785","Karaula","Majdan","1010","42° 54,252' N","21° 19,105' E","631 2 Priština","J g.S-K"
"2786","Cukora","Majdan","934","42° 53,509' N","21° 19,041' E","631 2 Priština","KiM"
"2787","Rezja e Zabeljit","Majdan","923","42° 52 285' N","21° 19,308' E","631 2 Priština","KiM"
"2788","Veliki Zabel","Majdan","909","42° 50,325' N","21° 17,787' E","631 2 Priština","KiM"
"2789","Ladovacko brdo","Majdan","862","42° 52,255' N","21°16,229' E","631 2 Priština","KiM"
"2790","Špate","Majdan","847","42° 51,723' N","21° 16,676' E","631 2 Priština","KiM"
"2791","Kungl","Majdan","842","42° 51,807' N","21° 17,529' E","631 2 Priština","KiM"
"2792","Msti","Majdan","841","42° 52,854' N","21° 16,662' E","631 2 Priština","KiM"
"2793","Krš","Majdan","831","42° 53,241' N","21° 15,780' E","631 2 Priština","KiM"
"2794","Martetov vrh","Majdan","713","42° 50,436' N","21° 16,494' E","631 2 Priština","KiM"
"2795","Finansija","Majdan","659","42° 56,408' N","21° 15,110' E","631 2 Priština","J g.S-K"
"2796","Svrhe-cuke","Metohija","668","42°33,011' N","20°38,295' E","630 3 K. Mitrovica","KiM"
"2797","Drna glava","Metohija","666","42°40,141' N","20°42,768' E","630 3 K. Mitrovica","KiM"
"2798","Iglareva cuka","Metohija","653","42°34,953' N","20°40,892' E","630 3 K. Mitrovica","KiM"
"2799","Ilijina glava","Metohija","642","42°34,336' N","20°41,969' E","630 3 K. Mitrovica","KiM"
"2800","Roga Kalenice","Metohija","632","42°30,277' N","20°36,238' E","630 3 K. Mitrovica","KiM"
"2801","Velika cuka","Metohija","605","42°33,580' N","20°41,057' E","630 3 K. Mitrovica","KiM"
"2802","Velja glava","Metohija","589","42°44,425' N","20°38,361' E","630 3 K. Mitrovica","KiM"
"2803","Gradina","Metohija","587","42°30,343' N","20°39,528' E","630 3 K. Mitrovica","KiM"
"2804","Stanica","Metohija","567","42°32,015' N","20°35,615' E","630 3 K. Mitrovica","KiM"
"2805","Grapi","Metohija","546","42°30,974' N","20°35,548' E","630 3 K. Mitrovica","KiM"
"2806","Brece-glava","Metohija","519","42°43,781' N","20°32,892' E","630 3 K. Mitrovica","KiM"
"2807","Hurva e Plecve","Milanovac","1146","42°15,424' N","20°30,331' E","680 1 Prizren","KiM"
"2808","Dela","Milanovac","1042","42°26,735' N","20°37,640' E","680 1 Prizren","KiM"
"2809","Gradište","Milanovac","1037","42°26,720' N","20°38,404' E","680 1 Prizren","KiM"
"2810","Bajrak","Milanovac","1005","42°28,972' N","20°36,150' E","680 1 Prizren","KiM"
"2811","Krasta","Milanovac","903","42°27,621' N","20°40,257' E","680 1 Prizren","KiM"
"2812","Turine","Milanovac","868","42°25,581' N","20°40,691' E","680 1 Prizren","KiM"
"2813","Troje","Milanovac","843","42°26,522' N","20°40,342' E","680 1 Prizren","KiM"
"2814","Zanogina krasta","Milanovac","833","42°25,632' N","20°42,041' E","680 1 Prizren","KiM"
"2815","Blato","Milanovac","828","42°24,172' N","20°43,965' E","680 1 Prizren","KiM"
"2816","Guminište","Milanovac","809","42°23,950' N","20°43,031' E","680 1 Prizren","KiM"
"2817","Škoza","Milanovac","794","42°24,760' N","20°42,632' E","680 1 Prizren","KiM"
"2818","Vran-stena","Milanovac","761","42°25,181' N","20°39,823' E","680 1 Prizren","KiM"
"2819","Gola brda","Milanovac","728","42° 28,932' N","20°34,207' E","680 1 Prizren","KiM"
"2820","Rasa","Milanovac","728","42°27,487' N","20°41,930' E","680 1 Prizren","KiM"
"2821","V. Krasta","Milanovac","708","42°24,636' N","20°40,277' E","680 1 Prizren","KiM"
"2822","Boka e Gat","Milanovac","703","42°15,944' N","20°36,229' E","680 1 Prizren","KiM"
"2823","Reška gora","Mokra Gora","1922","42°49,151' N","20°24,594' E","629 2 Pec","KiM"
"2824","Kodra Dins","Mokra Gora","1851","42°49,842' N","20°24,754' E","629 2 Pec","KiM"
"2825","Ruica","Mokra gora","1814","42°51,889' N","20°33,303' E","630 1 K.Mitrovica","KiM"
"2826","Vrh Žaca","Mokra Gora","1770","42°50,244' N","20°28,082' E","629 2 Pec","KiM"
"2827","Kraljeva struga","Mokra Gora","1768","42°50,552' N","20°29,480' E","629 2 Pec","KiM"
"2828","Strmnjac vrelski","Mokra Gora","1747","42°48,518' N","20°23,857' E","629 2 Pec","KiM"
"2829","Tršan","Mokra Gora","1712","42°49,816' N","20°28,939' E","629 2 Pec","KiM"
"2830","Rnjac","Mokra gora","1702","42°51,028' N","20°31,772' E","630 1 K.Mitrovica","KiM"
"2831","Grapcar","Mokra Gora","1642","42°49,166' N","20°26,266' E","629 2 Pec","KiM"
"2832","Strmenjaca","Mokra Gora","1603","42°49,311' N","20°28,679' E","629 2 Pec","KiM"
"2833","Rudina","Mokra gora","1560","42°49,101' N","20°30,803' E","630 1 K.Mitrovica","KiM"
"2834","Lisac","Mokra gora","1556","42°49,948' N","20°31,789' E","630 1 K.Mitrovica","KiM"
"2835","Straža","Mokra Gora","1523","42°49,051' N","20°27,521' E","629 2 Pec","KiM"
"2836","Žoženac","Mokra gora","1488","42°48,594' N","20°30,069' E","630 1 K.Mitrovica","KiM"
